tbl,year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2021,4,33044,"Louisville, KY",14730,SDF,74,6413000,0.8073,197.58,-0.0667,40,3740300,0.6763,172.82,-0.0868,34,2672700,0.9908,232.21,-0.0447,2021414730SDF
Table 7,2021,4,31057,"Charlotte, NC",11057,CLT,130,27087300,0.4962,208.93,0.1212,82,17411400,0.4917,184.1,0.1424,48,9675900,0.5044,253.62,0.0947,2021411057CLT
Table 7,2021,4,31775,"Sioux Falls, SD",11775,FSD,46,1751100,0.4982,219.97,-0.0606,7,362600,0.3395,230.88,0.0571,39,1388500,0.5396,217.12,-0.0888,2021411775FSD
Table 7,2021,4,30849,"Bozeman, MT",10849,BZN,58,2953500,0.7905,235.53,0.0056,7,801000,0.6537,164.64,-0.0878,51,2152500,0.8414,261.92,0.0303,2021410849BZN
Table 7,2021,4,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,145,15869800,0.9501,187.17,-0.011,22,10014900,0.9958,144.75,-0.0171,123,5854900,0.8719,259.75,-0.0052,2021414831SJC
Table 7,2021,4,31066,"Columbus, OH",12917,LCK,9,351600,1,94.35,-0.4873,4,58500,1,87.05,-0.5066,5,293100,1,95.8,-0.4836,2021412917LCK
Table 7,2021,4,30994,"Charleston, SC",10994,CHS,84,9224700,0.7452,195.69,-0.0424,44,5459300,0.7136,164.65,-0.1117,40,3765400,0.7911,240.68,0.0379,2021410994CHS
Table 7,2021,4,34689,"Santa Barbara, CA",14689,SBA,35,1756400,0.6204,223.83,0.1026,8,684500,0.7208,153.91,0.1951,27,1071900,0.5562,268.49,0.0723,2021414689SBA
Table 7,2021,4,32156,"Helena, MT",12156,HLN,7,95000,0,225.46,0.0678,2,75900,0,207.66,0.0518,5,19100,0,296.22,0.1148,2021412156HLN
Table 7,2021,4,34711,"Philipsburg/State College, PA",14711,SCE,15,187300,0.1938,267.89,0.1812,4,65300,0,250.81,0.9046,11,122000,0.2975,277.03,-0.0024,2021414711SCE
Table 7,2021,4,31423,"Des Moines, IA",11423,DSM,69,4215600,0.7395,205.33,-0.0457,15,1036300,0.5539,186.97,0.0394,54,3179300,0.8,211.31,-0.0677,2021411423DSM
Table 7,2021,4,30279,"Amarillo, TX",10279,AMA,28,826400,0.8668,191.69,0.0252,9,493700,0.8029,171,0.1306,19,332700,0.9615,222.39,-0.0734,2021410279AMA
Table 7,2021,4,30990,"Charlottesville, VA",10990,CHO,30,645200,0,241.64,0.0942,13,401100,0,201.78,0.1336,17,244100,0,307.14,0.0546,2021410990CHO
Table 7,2021,4,32896,"Lubbock, TX",12896,LBB,37,1363100,0.8996,205.87,0.0631,11,870300,0.8627,182.44,0.1043,26,492800,0.9647,247.25,0.0137,2021412896LBB
Table 7,2021,4,31003,"Cedar Rapids/Iowa City, IA",11003,CID,50,1954300,0.4903,205.14,-0.0968,8,507900,0.39,204.82,0.0086,42,1446400,0.5255,205.25,-0.1286,2021411003CID
Table 7,2021,4,31823,"Fort Wayne, IN",11823,FWA,40,1219600,0.4807,190.52,-0.1226,17,262500,0,225.16,0.1846,23,957100,0.6126,181.01,-0.1939,2021411823FWA
Table 7,2021,4,31648,"Kalispell, MT",11648,FCA,31,791000,0.1279,273.28,0.1947,2,123000,0,207.9,0.5109,29,668000,0.1515,285.32,0.1621,2021411648FCA
Table 7,2021,4,34492,"Raleigh/Durham, NC",14492,RDU,103,20032800,0.8554,195.74,-0.015,55,12487200,0.8607,165.17,-0.0184,48,7545600,0.8465,246.33,-0.0113,2021414492RDU
Table 7,2021,4,30721,"Boston, MA (Metropolitan Area)",14307,PVD,136,5791100,0.7671,219.77,0.1337,31,1362900,0.6012,194.37,0.2436,105,4428200,0.8182,227.59,0.108,2021414307PVD
Table 7,2021,4,34696,"South Bend, IN",14696,SBN,41,1320800,0.4382,207.69,-0.0537,11,296800,0,247.33,0.3651,30,1024000,0.5652,196.2,-0.149,2021414696SBN
Table 7,2021,4,30255,"Huntsville, AL",12217,HSV,53,1855100,0.1253,252.95,0.2257,24,1152100,0.2016,220.28,0.2702,29,703000,0.0001,306.5,0.1771,2021412217HSV
Table 7,2021,4,34100,"Philadelphia, PA",14100,PHL,117,31077700,0.7516,214.77,0.0539,49,10847100,0.5058,182.01,0.1251,68,20230600,0.8834,232.34,0.0267,2021414100PHL
Table 7,2021,4,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,132,14456300,0.9944,165.74,-0.0828,24,10034600,0.9977,137.76,-0.0854,108,4421700,0.9869,229.24,-0.0792,2021413796OAK
Table 7,2021,4,30713,"Boise, ID",10713,BOI,72,7036600,0.6727,197.44,-0.0413,25,4957900,0.6508,163.51,-0.0522,47,2078700,0.7251,278.38,-0.0256,2021410713BOI
Table 7,2021,4,30868,"Columbia, SC",10868,CAE,54,1647600,0,246.86,0.1104,27,954000,0,216.85,0.1051,27,693600,0,288.15,0.1159,2021410868CAE
Table 7,2021,4,30561,"Bakersfield, CA",10561,BFL,9,290900,0,226.38,0.0165,1,93200,0,172.1,-0.0942,8,197700,0,251.97,0.0582,2021410561BFL
Table 7,2021,4,30977,"Chicago, IL",13930,ORD,162,64296400,0.5302,188.75,0.0317,70,17818600,0.1998,168.29,0.0718,92,46477800,0.6569,196.59,0.0192,2021413930ORD
Table 7,2021,4,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,39,1357000,0.2614,245.37,0.012,4,317300,0,215.16,0.1138,35,1039700,0.3412,254.59,-0.0113,2021413256MFE
Table 7,2021,4,33485,"Madison, WI",13485,MSN,58,2979400,0.2425,245.48,0.1139,14,627100,0,220.32,0.1448,44,2352300,0.3072,252.19,0.1069,2021413485MSN
Table 7,2021,4,31973,"Gulfport/Biloxi, MS",11973,GPT,29,430500,0.0569,240.19,0.1407,9,211800,0,222.33,0.1816,20,218700,0.112,257.49,0.1087,2021411973GPT
Table 7,2021,4,32211,"Las Vegas, NV",12889,LAS,170,66700500,0.9874,195.53,-0.0591,37,19933900,0.999,142.38,-0.0447,133,46766600,0.9824,218.19,-0.0631,2021412889LAS
Table 7,2021,4,31617,"New Bern/Morehead/Beaufort, NC",11617,EWN,9,44500,0,235.29,-0.1943,5,25500,0,194.25,-0.249,4,19000,0,290.37,-0.1379,2021411617EWN
Table 7,2021,4,34004,"Everett, WA",14004,PAE,10,482100,0,197.48,0.083,2,111100,0,137.44,-0.2421,8,371000,0,215.46,0.1796,2021414004PAE
Table 7,2021,4,34685,"Savannah, GA",14685,SAV,74,5677800,0.7213,211.25,0.0007,31,2959600,0.7079,178.05,-0.0573,43,2718200,0.7359,247.4,0.0515,2021414685SAV
Table 7,2021,4,30977,"Chicago, IL",13232,MDW,141,18948300,0.9958,165.71,-0.0778,56,6209000,0.995,143.93,-0.0666,85,12739300,0.9962,176.33,-0.0821,2021413232MDW
Table 7,2021,4,30325,"Denver, CO",11292,DEN,169,66683000,0.951,184.33,-0.0371,44,15479800,0.9528,155.86,-0.0595,125,51203200,0.9505,192.94,-0.0315,2021411292DEN
Table 7,2021,4,31953,"Gainesville, FL",11953,GNV,31,546800,0,243.79,0.1532,8,230400,0,215.37,0.4701,23,316400,0,264.49,0.0224,2021411953GNV
Table 7,2021,4,31624,"Key West, FL",11624,EYW,54,2468000,0.1862,270.53,0.2946,9,471100,0.0174,222.55,0.3391,45,1996900,0.226,281.85,0.2866,2021411624EYW
Table 7,2021,4,31703,"New York City, NY (Metropolitan Area)",12953,LGA,171,45990600,0.7744,184.73,0.0501,52,12645800,0.8138,169.56,0.1778,119,33344800,0.7595,190.48,0.013,2021412953LGA
Table 7,2021,4,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,87,822400,0.3349,194.41,-0.0026,40,405500,0.2015,173.5,-0.0186,47,416900,0.4646,214.75,0.0103,2021410874CAK
Table 7,2021,4,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,85,391800,0,253.15,0.074,40,179400,0,209.78,0.0003,45,212400,0,289.78,0.1247,2021414098PHF
Table 7,2021,4,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,18,414000,0,249.16,0.0358,3,132400,0,214.55,0.3419,15,281600,0,265.44,-0.0468,2021410434AVP
Table 7,2021,4,32448,"Jackson/Vicksburg, MS",12448,JAN,51,2025500,0.8276,206.46,-0.0465,20,1148100,0.7884,174.69,-0.0968,31,877400,0.8788,248.04,0.005,2021412448JAN
Table 7,2021,4,30599,"Birmingham, AL",10599,BHM,71,4877300,0.6527,234.36,0.1212,39,3002500,0.5908,207.32,0.0776,32,1874800,0.7518,277.67,0.1781,2021410599BHM
Table 7,2021,4,32884,"Lansing, MI",12884,LAN,11,94200,0,208.72,-0.0693,7,72400,0,181.26,-0.0513,4,21800,0,299.91,-0.1033,2021412884LAN
Table 7,2021,4,32467,"Miami, FL (Metropolitan Area)",13303,MIA,156,38846100,0.8406,193.33,-0.0428,32,6482900,0.5085,156.29,-0.055,124,32363200,0.9071,200.76,-0.0408,2021413303MIA
Table 7,2021,4,30185,"Alexandria, LA",10185,AEX,10,89200,0,270.03,0.1339,2,50800,0,244.22,0.0108,8,38400,0,304.17,0.3023,2021410185AEX
Table 7,2021,4,35412,"Knoxville, TN",15412,TYS,61,3586700,0.4262,225.23,0.0925,33,2146800,0.4394,184.03,-0.0023,28,1439900,0.4066,286.65,0.2019,2021415412TYS
Table 7,2021,4,30666,"Bellingham, WA",10666,BLI,13,521100,0.9674,132.8,-0.3262,,,,,,13,521100,0.9674,132.8,-0.3262,2021410666BLI
Table 7,2021,4,30408,"Appleton, WI",10408,ATW,41,1114400,0.4285,198.68,-0.1227,7,182900,0.2717,193.2,0.0921,34,931500,0.4593,199.76,-0.1543,2021410408ATW
Table 7,2021,4,30980,"Chattanooga, TN",10980,CHA,45,1137200,0.0507,257.2,0.162,21,648800,0.0889,227.86,0.1979,24,488400,0,296.18,0.1275,2021410980CHA
Table 7,2021,4,30257,"Albany, NY",10257,ALB,62,4377400,0.8898,228.18,0.0091,18,1114900,0.6308,194.13,0.0961,44,3262500,0.9783,239.82,-0.0126,2021410257ALB
Table 7,2021,4,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,13,162500,0,336.51,0.4563,9,141400,0,305.72,0.3813,4,21100,0,542.88,0.8316,2021415041SUN
Table 7,2021,4,35096,"Syracuse, NY",15096,SYR,65,3935200,0.6647,220.26,-0.0126,26,1339900,0.4085,180.68,0.0495,39,2595300,0.797,240.69,-0.0348,2021415096SYR
Table 7,2021,4,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,31,997700,0.2971,215.67,-0.0326,7,420800,0.3443,187.36,0.018,24,576900,0.2626,236.33,-0.0597,2021414252PSC
Table 7,2021,4,31703,"New York City, NY (Metropolitan Area)",12478,JFK,172,40107900,0.9624,235.9,0.0416,53,5444400,0.8815,159.53,0.1152,119,34663500,0.9751,247.9,0.0347,2021412478JFK
Table 7,2021,4,34761,"Sanford, FL",14761,SFB,59,4008600,1,102.96,-0.4876,17,1147000,1,93.22,-0.4963,42,2861600,1,106.87,-0.4845,2021414761SFB
Table 7,2021,4,30615,"El Paso, TX",11540,ELP,74,6445000,0.9117,218.23,0.0252,20,3555500,0.884,172.84,-0.0166,54,2889500,0.9458,274.08,0.0601,2021411540ELP
Table 7,2021,4,30852,"Washington, DC (Metropolitan Area)",10821,BWI,156,25869300,0.9678,191.42,-0.027,62,9710500,0.9523,156.18,-0.0051,94,16158800,0.9771,212.6,-0.0364,2021410821BWI
Table 7,2021,4,31834,"Fayetteville, AR",15919,XNA,53,2331800,0.4398,229.54,0.1055,15,909300,0.3485,215.05,0.2618,38,1422500,0.4982,238.8,0.0319,2021415919XNA
Table 7,2021,4,31977,"Green Bay, WI",11977,GRB,33,628900,0.3379,278.65,0.1972,5,85700,0,240.9,2.0308,28,543200,0.3912,284.61,0.1077,2021411977GRB
Table 7,2021,4,31337,"Duluth, MN",11337,DLH,10,160100,0.679,217.58,-0.0609,2,31200,0,199.54,0.4026,8,128900,0.8433,221.94,-0.1239,2021411337DLH
Table 7,2021,4,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,186,19201800,0.6947,209.51,0.0621,29,7690700,0.8326,147.71,0.0027,157,11511100,0.6026,250.79,0.0875,2021414908SNA
Table 7,2021,4,30620,"Billings, MT",10620,BIL,33,940800,0.1798,236.95,0.0703,5,362300,0,222.51,0.11,28,578500,0.2925,245.99,0.049,2021410620BIL
Table 7,2021,4,30189,"Colorado Springs, CO",11109,COS,71,3721200,0.9156,193.09,-0.1037,13,1511500,0.8318,150.76,-0.1742,58,2209700,0.9729,222.05,-0.0667,2021411109COS
Table 7,2021,4,30466,"Phoenix, AZ",14107,PHX,172,58727300,0.9567,207.94,0.0284,37,18052400,0.9648,147.86,0.0094,135,40674900,0.9531,234.6,0.0338,2021414107PHX
Table 7,2021,4,31884,"Spokane, WA",11884,GEG,70,5859200,0.6872,217.25,0.0058,12,2046000,0.2608,170.14,0.0879,58,3813200,0.9161,242.52,-0.022,2021411884GEG
Table 7,2021,4,30423,"Austin, TX",10423,AUS,136,30457500,0.8923,197.39,-0.0096,28,3486000,0.8919,164.85,-0.0448,108,26971500,0.8923,201.6,-0.0058,2021410423AUS
Table 7,2021,4,32337,"Indianapolis, IN",12339,IND,95,15096900,0.7957,209.89,0.035,47,4988400,0.5269,202.21,0.0903,48,10108500,0.9284,213.67,0.0111,2021412339IND
Table 7,2021,4,31136,"Jacksonville, FL",12451,JAX,90,11640700,0.8038,202.98,0.0161,31,4175900,0.7877,172.62,0.0045,59,7464800,0.8128,219.97,0.0212,2021412451JAX
Table 7,2022,1,31703,"New York City, NY (Metropolitan Area)",12478,JFK,149,34115000,0.9597,227.12,0.0337,46,3789100,0.7828,161.82,0.117,103,30325900,0.9818,235.28,0.0271,2022112478JFK
Table 7,2022,1,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,82,12135400,0.8525,187.29,-0.074,36,3850800,0.6348,173.52,0.0041,46,8284600,0.9537,193.69,-0.103,2022111042CLE
Table 7,2022,1,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,164,8625500,0.9037,200.15,-0.0111,25,3169300,0.987,134.57,-0.0671,139,5456200,0.8552,238.25,0.0087,2022113891ONT
Table 7,2022,1,31503,"Eagle, CO",11503,EGE,29,1312200,0.0985,447.25,0.9064,5,191700,0,398.46,0.726,24,1120500,0.1153,455.6,0.9367,2022111503EGE
Table 7,2022,1,30721,"Boston, MA (Metropolitan Area)",14307,PVD,123,5116000,0.8482,198.28,0.007,27,935700,0.7564,168.51,0.0901,96,4180300,0.8687,204.95,-0.0069,2022114307PVD
Table 7,2022,1,33495,"New Orleans, LA",13495,MSY,104,18640500,0.9656,198.25,-0.0352,39,7665000,0.949,168.45,-0.0742,65,10975500,0.9773,219.06,-0.0128,2022113495MSY
Table 7,2022,1,31624,"Key West, FL",11624,EYW,58,2848700,0.213,292.61,0.3508,9,445700,0.0236,237.69,0.3554,49,2403000,0.2482,302.8,0.3502,2022111624EYW
Table 7,2022,1,34653,"Tulsa, OK",15370,TUL,65,3446200,0.9124,215.7,-0.0364,18,1392300,0.8455,183.98,-0.0754,47,2053900,0.9577,237.2,-0.0145,2022115370TUL
Table 7,2022,1,30255,"Huntsville, AL",12217,HSV,47,1436600,0.1412,274.45,0.2494,22,869600,0.2332,237.58,0.3349,25,567000,0,331,0.1671,2022112217HSV
Table 7,2022,1,32896,"Lubbock, TX",12896,LBB,35,1080000,0.9169,210.06,0.0502,10,694800,0.8862,181.46,0.0575,25,385200,0.9725,261.63,0.0412,2022112896LBB
Table 7,2022,1,30977,"Chicago, IL",13232,MDW,129,15227400,0.997,170.66,-0.0776,53,4313400,0.9956,145.74,-0.072,76,10914000,0.9976,180.51,-0.0794,2022113232MDW
Table 7,2022,1,31637,"Fargo, ND",11637,FAR,33,1368800,0.6611,212.31,-0.1059,4,145800,0.5405,240.08,0.4213,29,1223000,0.6755,209,-0.1492,2022111637FAR
Table 7,2022,1,31252,"Daytona Beach, FL",11252,DAB,37,814400,0,250.22,0.0881,6,202200,0,239.49,0.3298,31,612200,0,253.77,0.0297,2022111252DAB
Table 7,2022,1,31641,"Fayetteville, NC",11641,FAY,15,150500,0,240.29,0.1457,7,73500,0,206.51,0.2866,8,77000,0,272.54,0.0616,2022111641FAY
Table 7,2022,1,31295,"Detroit, MI",11433,DTW,116,28355100,0.7535,219.34,0.1007,60,9015100,0.4965,193.7,0.1828,56,19340000,0.8733,231.3,0.0716,2022111433DTW
Table 7,2022,1,30194,"Dallas/Fort Worth, TX",11298,DFW,180,43929400,0.4354,221.71,0.1361,64,10815900,0.3361,200.11,0.1618,116,33113500,0.4679,228.76,0.1289,2022111298DFW
Table 7,2022,1,31977,"Green Bay, WI",11977,GRB,28,735000,0.649,231.06,0.0632,5,71600,0.324,239.07,2.0477,23,663400,0.684,230.2,-0.0092,2022111977GRB
Table 7,2022,1,30781,"Baton Rouge, LA",10781,BTR,29,577800,0,259.82,0.2054,10,368800,0,237.24,0.2389,19,209000,0,299.67,0.1616,2022110781BTR
Table 7,2022,1,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,126,12000400,0.9619,181.18,-0.0242,22,8011200,0.9884,142.91,-0.0393,104,3989200,0.9085,258.04,-0.0067,2022114831SJC
Table 7,2022,1,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,18,200900,0,257.45,-0.0435,11,110800,0,209.58,-0.1302,7,90100,0,316.31,0.0411,2022113795OAJ
Table 7,2022,1,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,119,11477600,0.9962,157.07,-0.1195,22,8353000,0.9989,135.47,-0.1099,97,3124600,0.9892,214.82,-0.1354,2022113796OAK
Table 7,2022,1,31057,"Charlotte, NC",11057,CLT,128,20672700,0.4445,223.89,0.1579,80,13053500,0.3631,198.5,0.1909,48,7619200,0.584,267.39,0.1184,2022111057CLT
Table 7,2022,1,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,35,975400,0.2598,268.97,0.0785,4,244600,0,246.21,0.2558,31,730800,0.3467,276.58,0.035,2022113256MFE
Table 7,2022,1,33244,"Memphis, TN",13244,MEM,72,6085700,0.753,217.2,-0.0006,34,3132800,0.5981,194.54,-0.0341,38,2952900,0.9172,241.24,0.0299,2022113244MEM
Table 7,2022,1,32206,"Harlingen/San Benito, TX",12206,HRL,30,1125200,0.9085,196.93,-0.1017,6,388000,0.7629,159.92,-0.0914,24,737200,0.9851,216.41,-0.1056,2022112206HRL
Table 7,2022,1,34457,"Rapid City, SD",14457,RAP,14,376300,0.4239,221.74,0.0501,2,81300,0,225.75,0.4819,12,295000,0.5407,220.63,-0.0296,2022114457RAP
Table 7,2022,1,31650,"Minneapolis/St. Paul, MN",13487,MSP,130,33587000,0.768,211.72,0.0196,35,5879800,0.5596,194.74,0.1443,95,27707200,0.8122,215.32,-0.0013,2022113487MSP
Table 7,2022,1,30852,"Washington, DC (Metropolitan Area)",12264,IAD,148,11979700,0.3105,238.72,0.1221,59,3280000,0.2264,173.65,0.1487,89,8699700,0.3422,263.25,0.1157,2022112264IAD
Table 7,2022,1,30685,"Bloomington/Normal, IL",10685,BMI,13,348400,0.6335,181.32,-0.1567,3,82600,0,230.42,0.4858,10,265800,0.8303,166.06,-0.2893,2022110685BMI
Table 7,2022,1,34489,"Bend/Redmond, OR",14489,RDM,33,1112400,0.1015,230.9,-0.0196,6,390100,0.161,184.15,-0.1212,27,722300,0.0694,256.15,0.0266,2022114489RDM
Table 7,2022,1,31638,"Fresno, CA",11638,FAT,46,2401800,0.6345,222.7,-0.0368,11,1221000,0.4994,163.73,-0.0317,35,1180800,0.7741,283.67,-0.0399,2022111638FAT
Table 7,2022,1,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,130,35604900,0.5709,239.7,0.0129,25,12674000,0.5781,152.59,-0.0242,105,22930900,0.5669,287.85,0.0243,2022114771SFO
Table 7,2022,1,32280,"Idaho Falls, ID",12280,IDA,17,438400,0.3684,201.68,-0.0867,11,366100,0.4411,172.04,-0.1564,6,72300,0,351.77,0.1482,2022112280IDA
Table 7,2022,1,33214,"San Antonio, TX",14683,SAT,113,13244200,0.8762,224.31,0.0431,22,2191900,0.8072,184.49,-0.0619,91,11052300,0.8899,232.21,0.0618,2022114683SAT
Table 7,2022,1,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,27,878400,0.2711,219.19,-0.0544,7,380400,0.3063,190.64,-0.0236,20,498000,0.2442,241,-0.072,2022114252PSC
Table 7,2022,1,31703,"New York City, NY (Metropolitan Area)",11618,EWR,148,41992100,0.7155,206.97,0.0067,45,5447200,0.4253,172.97,0.1714,103,36544900,0.7588,212.04,-0.0103,2022111618EWR
Table 7,2022,1,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,14,334400,0,226.88,-0.0562,2,81300,0,215.68,0.4461,12,253100,0,230.47,-0.1454,2022110434AVP
Table 7,2022,1,30529,"Hartford, CT",10529,BDL,71,8097800,0.8114,208.64,-0.0354,21,1453300,0.5536,177.65,-0.0464,50,6644500,0.8678,215.42,-0.0334,2022110529BDL
Table 7,2022,1,30372,"Aspen, CO",10372,ASE,34,1579300,0,425.9,0.9,8,514700,0,337.69,0.7077,26,1064600,0,468.55,0.9776,2022110372ASE
Table 7,2022,1,34783,"Springfield, MO",14783,SGF,37,1132600,0.361,226.89,0.0217,7,346900,0.0141,243.29,0.4135,30,785700,0.5142,219.65,-0.1003,2022114783SGF
Table 7,2022,1,32951,"Lafayette, LA",12951,LFT,21,319100,0,292.81,0.3058,5,171800,0,271.45,0.5047,16,147300,0,317.71,0.1538,2022112951LFT
Table 7,2022,1,34100,"Philadelphia, PA",14100,PHL,107,26061600,0.7872,214.05,0.0448,43,7552600,0.5746,189.68,0.1184,64,18509000,0.8739,223.99,0.0216,2022114100PHL
Table 7,2022,1,30140,"Albuquerque, NM",10140,ABQ,71,5962500,0.9461,209.59,-0.0356,19,2870100,0.9214,174.6,-0.0375,52,3092400,0.9691,242.07,-0.0344,2022110140ABQ
Table 7,2022,1,30208,"Augusta, GA",10208,AGS,29,476000,0,243.73,0.0119,15,282700,0,210.1,-0.0565,14,193300,0,292.92,0.0952,2022110208AGS
Table 7,2022,1,33851,"Oklahoma City, OK",13851,OKC,74,5001600,0.8483,220.95,-0.0136,19,1604100,0.7599,180.73,-0.1064,55,3397500,0.89,239.93,0.0243,2022113851OKC
Table 7,2022,1,34922,"Salinas/Monterey, CA",13476,MRY,17,414600,0.0654,228.55,0.1265,8,300400,0.0902,184.06,0.1142,9,114200,0,345.6,0.1442,2022113476MRY
Table 7,2022,1,30868,"Columbia, SC",10868,CAE,46,1213100,0,256.48,0.1004,22,708300,0,224.56,0.0796,24,504800,0,301.27,0.123,2022110868CAE
Table 7,2022,1,31603,"Eugene, OR",11603,EUG,43,1771400,0.6994,203.41,-0.1299,9,624400,0.6208,162.61,-0.2106,34,1147000,0.7422,225.61,-0.0935,2022111603EUG
Table 7,2022,1,30849,"Bozeman, MT",10849,BZN,63,3635800,0.7164,257.79,0.0318,7,784800,0.6431,176.94,-0.0456,56,2851000,0.7366,280.04,0.0465,2022110849BZN
Table 7,2022,1,33158,"Midland/Odessa, TX",13158,MAF,35,1554300,0.7546,222.09,0.1577,11,1083900,0.6627,193.48,0.1665,24,470400,0.9662,288.01,0.1443,2022113158MAF
Table 7,2022,1,31423,"Des Moines, IA",11423,DSM,63,3867600,0.7922,205.56,-0.0714,14,821000,0.6091,200.3,0.0563,49,3046600,0.8416,206.98,-0.0998,2022111423DSM
Table 7,2022,1,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,26,648800,0.488,189.27,-0.1648,6,125000,0,233.83,0.0792,20,523800,0.6044,178.64,-0.2199,2022113367MLI
Table 7,2022,1,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,71,273400,0,259.89,0.1096,34,127100,0,221.36,0.0483,37,146300,0,293.36,0.1538,2022114098PHF
Table 7,2022,1,32575,"Los Angeles, CA (Metropolitan Area)",12892,LAX,168,64803400,0.8572,230.96,0.0017,27,13038500,0.9413,145.58,-0.0231,141,51764900,0.836,252.47,0.0054,2022112892LAX
Table 7,2022,1,30990,"Charlottesville, VA",10990,CHO,24,474400,0,228.39,0.0398,12,309800,0,197.45,0.0558,12,164600,0,286.62,0.0198,2022110990CHO
Table 7,2022,1,31884,"Spokane, WA",11884,GEG,62,5136300,0.6603,216.22,-0.0062,12,1816200,0.2247,169.04,0.0517,50,3320100,0.8985,242.03,-0.0267,2022111884GEG
Table 7,2022,1,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,76,854700,0.6174,172.7,-0.1194,33,281200,0.3179,173.21,-0.0735,43,573500,0.7642,172.44,-0.1404,2022110874CAK
Table 7,2022,1,31648,"Kalispell, MT",11648,FCA,34,859200,0.1246,299.3,0.2522,2,123300,0,236.71,0.6715,32,735900,0.1455,309.79,0.2133,2022111648FCA
Table 7,2022,1,30466,"Phoenix, AZ",14107,PHX,172,57770400,0.9454,217.33,0.0606,40,18430200,0.9673,153.94,0.0433,132,39340200,0.9352,247.03,0.0657,2022114107PHX
Table 7,2022,1,30627,"Bismarck/Mandan, ND",10627,BIS,13,561000,0.6941,174.63,-0.1895,2,100000,0.414,215.3,0.4331,11,461000,0.7549,165.81,-0.2779,2022110627BIS
Table 7,2022,1,31986,"Grand Rapids, MI",11986,GRR,66,5753200,0.8154,202.3,-0.0768,24,1093700,0.3467,209.46,0.0636,42,4659500,0.9255,200.62,-0.1057,2022111986GRR
Table 7,2022,1,31454,"Orlando, FL",13204,MCO,159,72326900,0.9551,193.66,-0.0233,36,9254400,0.9306,176.05,-0.0079,123,63072500,0.9586,196.25,-0.0253,2022113204MCO
Table 7,2022,1,30852,"Washington, DC (Metropolitan Area)",10821,BWI,147,20330400,0.9686,191.19,-0.0418,58,6685000,0.9477,156.41,-0.0364,89,13645400,0.9789,208.24,-0.0438,2022110821BWI
Table 7,2022,1,34057,"Portland, OR",14057,PDX,102,18657400,0.6854,217.72,0.0208,17,3971500,0.3904,168.41,0.0715,85,14685900,0.7651,231.05,0.0114,2022114057PDX
Table 7,2022,1,30423,"Austin, TX",10423,AUS,128,24975500,0.8981,202.17,-0.0047,27,2965900,0.8734,167.72,-0.0395,101,22009600,0.9015,206.81,-0.0008,2022110423AUS
Table 7,2022,1,33277,"Montgomery, AL",13277,MGM,13,125700,0,269.93,0.216,5,83700,0,244.49,0.2644,8,42000,0,320.63,0.1492,2022113277MGM
Table 7,2022,1,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,81,5393100,0.794,217.08,-0.0517,40,2747300,0.7297,172.21,-0.1165,41,2645800,0.8609,263.67,-0.002,2022113931ORF
Table 7,2022,1,30599,"Birmingham, AL",10599,BHM,64,3867000,0.7045,240.04,0.0932,35,2439500,0.5945,213.18,0.0701,29,1427500,0.8925,285.95,0.1241,2022110599BHM
Table 7,2022,1,35096,"Syracuse, NY",15096,SYR,60,3569900,0.7627,210.48,-0.059,19,828800,0.468,184.69,0.0219,41,2741100,0.8518,218.27,-0.0777,2022115096SYR
Table 7,2022,1,34004,"Everett, WA",14004,PAE,11,693500,0,195.69,0.0227,3,171200,0,133.3,-0.2899,8,522300,0,216.14,0.1226,2022114004PAE
Table 7,2022,1,34986,"Sarasota/Bradenton, FL",14986,SRQ,82,8224900,0.9177,194.41,-0.0497,7,703800,0.8751,176.76,-0.0198,75,7521100,0.9217,196.06,-0.0522,2022114986SRQ
